ImageName,SSIM,PSNR,RMSE,SAM,SRE,UIQ
danielfm_prometheus-for-developers,0.6803,34.2564,0.0192,0.0000,60.4899
darrenyao87_tnn-models,0.6669,36.5244,0.0149,0.0000,60.4147
david3107_squatm3gator,0.7871,35.1171,0.0175,0.0000,59.4778
davidlandry93_glo4001,0.6570,34.6302,0.0184,0.0000,57.8574
de1ux_statlord,0.6642,38.3027,0.0122,0.0000,59.3950
decentraland_catalyst,0.5668,34.4774,0.0188,0.0000,55.9947
dich1_bookshelf-web,0.8052,38.1856,0.0123,0.0000,61.3400
doitintl_banias,0.8395,42.0716,0.0078,0.0000,61.4494
domingo1021_Bunny-code,0.7885,37.3539,0.0135,0.0000,62.3367
dowjones_hammer,0.6708,36.0822,0.0156,0.0000,59.8441
dsc-sookmyung_2023-mention-all-SolutionChallenge,0.8274,38.1014,0.0124,0.0000,62.4202
dspace-group_simphera-reference-architecture-azure,0.8505,39.1961,0.0109,0.0000,64.7351
duanfuxiang0_MysqlMigrationTool,0.8828,42.6853,0.0073,0.0000,63.4552
dwt0317_Search_Adserver,0.5926,35.6626,0.0163,0.0000,57.5156
dylanvanh_MunchOut,0.7783,36.3546,0.0151,0.0000,64.2501
eProsima_FIWARE-SH,0.4075,27.5472,0.0419,0.0000,54.0676
eProsima_Integration-Service,0.2182,25.6419,0.0522,0.0000,47.8936
ebu_PlugIt,0.6417,37.2192,0.0138,0.0000,57.7905
elloza_Android-Developer-Certification,0.6802,36.4989,0.0150,0.0000,61.1749
elpapi42_deep-deblurring,0.6950,36.5286,0.0148,0.0000,61.3292
emreturgutce_stock-management,0.8215,36.9716,0.0142,0.0000,62.5123
eqbal_CarND_Capstone_CarX,0.6932,36.4381,0.0150,0.0000,60.2935
ertis-research_lwm2m-blockchain,0.7489,35.3021,0.0171,0.0000,60.4707
ev2900_OpenSearch_Dashboard_Nginx_Proxy,0.7333,37.9629,0.0126,0.0000,59.9286
exmgr_GatewayXM,0.1131,25.7851,0.0514,0.0000,42.9665
fdrennan_ndexr-platform,0.0107,24.7986,0.0575,0.0000,26.6092
fecgov_fec-eregs,0.6597,37.3450,0.0136,0.0000,60.7259
florianhoehn_sf-apex-rest-api,0.7181,35.4871,0.0168,0.0000,61.0672
fredrikhgrelland_data-mesh,0.4805,38.9538,0.0113,0.0000,57.3459
freenowtech_AndroidCI,0.5978,38.7321,0.0113,0.0000,64.7835
gabrielfarah_OpenHub,0.4350,36.0277,0.0157,0.0000,57.1499
gaiax_fLibra,0.7192,36.9894,0.0141,0.0000,57.0124
gapfish_deployer,0.4799,34.1574,0.0196,0.0000,53.1474
gcba-iris_iris,0.0649,25.0005,0.0562,0.0000,33.3105
gdsc-ys_mlops,0.8514,37.1905,0.0138,0.0000,63.1410
geovanegodoi_MicroServicesPOC,0.6614,35.8526,0.0160,0.0000,59.6591
googleinterns_typescript-flag-upgrade,0.0542,24.7725,0.0577,0.0000,31.8909
gpsnmeajp_VirtualMotionTracker,NA,NA,NA,NA,NA,NA
gray-panda_grayrepo,0.7680,34.4758,0.0188,89.8647,60.6439
greatfarmer_fifarm,0.7381,36.5840,0.0148,0.0000,61.8155
gregoryjohnsonjg6_angular-dotnet-core-docker,0.8216,37.6840,0.0130,0.0000,62.8061
gustavung_Graphrec,0.7938,40.1215,0.0099,0.0000,61.7115
hamzatugrul_surl,0.5722,37.3900,0.0135,0.0000,59.0365
heli-os_member-invitation-java-springboot,0.6652,37.0941,0.0140,0.0000,61.7971
