ImageName,SSIM,PSNR,RMSE,SAM,SRE,UIQ
apigee_consumer-data-standards-au,0.6068,36.9497,0.0142,89.7492,57.7172,0.0020
argrecsys_argael,0.4033,27.7997,0.0407,50.3979,54.0315,0.0005
arkaneshiro_Sound-Zone,0.6585,35.7410,0.0163,87.3192,61.4134,-0.0015
ashavijit_Face-Find,0.7649,38.2537,0.0122,89.9264,63.6762,0.0017
aurelien-m_raspberrypi-rustpy,0.6999,32.7902,0.0229,89.8076,57.2553,0.0001
avarghesein_ActiveX.NET,0.5555,35.2578,0.0173,89.6512,56.3353,0.0015
aws-solutions_automated-security-response-on-aws,0.7003,36.7794,0.0145,88.9986,61.4624,-0.0004
aws-solutions_iot-device-simulator,0.0342,24.7438,0.0579,9.4149,29.4444,-0.0009
awslabs_benchmark-ai,NA,NA,NA,NA,NA,NA
azuregomez_SecurePaaS,0.7192,36.8300,0.0144,89.6458,62.4406,-0.0003
badr42_oke_A1,0.5417,38.2818,0.0122,89.6724,59.2108,0.0035
balajich_resilience4j-helloworld,NA,NA,NA,NA,NA,NA
ballerina-platform_asyncapi-tools,0.6815,38.0468,0.0125,89.7443,61.7132,0.0003
batatero_arquiteturaPHP00,0.7436,36.6341,0.0147,88.4101,62.7286,-0.0050
bcgov_embc-ess,NA,NA,NA,NA,NA,NA
becloudway_serverless-data-pipeline,0.6951,36.5578,0.0149,89.7174,61.0299,0.0004
beston123_Tarzan,0.7432,36.8461,0.0144,89.3521,62.1944,0.0001
bianjieai_tibc,0.4527,35.1429,0.0175,85.5571,55.3586,-0.0034
blentle_hikarikeeper,0.4513,28.9831,0.0356,68.3956,54.2327,-0.0004
blockchain-signaling-system_bloss-core,0.7644,34.2585,0.0194,89.3500,60.6775,0.0011
bluekiri_mlab,0.5104,37.2833,0.0137,88.6733,57.0674,-0.0038
boot2podman_machine,0.4865,36.0333,0.0158,88.8944,53.3324,0.0048
brightzheng100_instana-handson-labs,0.5751,35.6632,0.0165,88.7150,60.1477,0.0016
btcpayserver_btcpayserver-doc,0.4950,30.7699,0.0289,81.4341,55.0118,-0.0002
calmato_gran-book,0.6867,35.0201,0.0177,89.1458,59.8651,-0.0007
cap-ntu_Video-to-Retail-Platform,0.6730,37.7169,0.0130,88.0920,58.6619,-0.0003
caraml-dev_turing,0.8265,38.6705,0.0117,89.9434,64.9577,0.0060
castle-finance_vault-transaction-indexer,0.6542,37.6259,0.0131,89.5517,62.0538,0.0012
chaitin_veinmind-tools,0.4607,38.4718,0.0119,89.9116,58.6735,0.0111
chirgjin_track-my-events,0.8401,38.0312,0.0125,89.9192,62.1714,0.0007
chrispiro_deploy_plotly_app_on_gcp,0.6951,36.4790,0.0150,89.0978,59.1307,0.0000
chsakell_planet-scale-azure,0.1940,26.1625,0.0492,87.7945,39.3825,0.0010
clemgbld_blog_back_office,NA,NA,NA,NA,NA,NA
codahale_sneaker,0.1009,25.9167,0.0506,20.0022,38.6049,0.0024
codestates_BEB-05-LeeSea,0.6831,35.5529,0.0167,89.8148,59.3115,0.0010
cordon-thiago_airflow-spark,0.6287,39.4115,0.0107,89.9286,58.4694,0.0067
coverage-robot_core,0.8365,38.9043,0.0113,89.7817,64.2879,0.0000
danielfm_prometheus-for-developers,0.7221,35.9367,0.0160,88.8726,61.2535,-0.0006
darrenyao87_tnn-models,0.5998,36.3388,0.0152,88.8636,60.3115,0.0064
david3107_squatm3gator,NA,NA,NA,NA,NA,NA
davidlandry93_glo4001,0.6611,34.7976,0.0182,89.4794,57.9459,-0.0004
de1ux_statlord,0.7098,38.7271,0.0116,89.6003,59.6253,0.0016
decentraland_catalyst,NA,NA,NA,NA,NA,NA
dich1_bookshelf-web,0.7222,37.5864,0.0132,89.2643,61.0148,0.0017
doitintl_banias,0.7000,39.0180,0.0112,89.6616,59.8169,0.0001
domingo1021_Bunny-code,0.7588,37.1268,0.0139,88.6406,62.1983,-0.0003
dowjones_hammer,0.6791,36.7729,0.0145,89.1604,60.0762,-0.0026
dsc-sookmyung_2023-mention-all-SolutionChallenge,0.7752,38.7747,0.0115,89.2078,62.7272,0.0001
dspace-group_simphera-reference-architecture-azure,0.8332,39.4162,0.0107,89.0543,64.7560,-0.0018
duanfuxiang0_MysqlMigrationTool,0.7424,36.1371,0.0156,89.8535,60.2419,0.0006
dwt0317_Search_Adserver,0.6522,35.9389,0.0160,89.0654,57.6762,-0.0003
dylanvanh_MunchOut,0.8131,37.6008,0.0132,89.0069,64.7985,0.0011
eProsima_FIWARE-SH,0.4464,27.5573,0.0419,54.7935,54.0626,0.0011
eProsima_Integration-Service,0.2313,26.0961,0.0496,29.1531,48.1316,0.0036
ebu_PlugIt,0.6084,37.1456,0.0139,88.2492,57.7530,-0.0047
elloza_Android-Developer-Certification,0.7069,37.9931,0.0126,89.1031,61.9287,0.0015
elpapi42_deep-deblurring,0.6554,36.2739,0.0154,89.6946,61.1996,0.0005
emreturgutce_stock-management,0.7511,36.7946,0.0145,89.7889,62.4180,-0.0041
eqbal_CarND_Capstone_CarX,0.6888,36.5672,0.0148,88.8508,60.3535,0.0017
ertis-research_lwm2m-blockchain,0.7252,36.1197,0.0156,87.7422,60.8472,-0.0001
ev2900_OpenSearch_Dashboard_Nginx_Proxy,0.7036,38.6541,0.0117,89.5911,60.2494,0.0021
exmgr_GatewayXM,0.1067,25.9589,0.0504,31.4347,43.0479,0.0023
fdrennan_ndexr-platform,0.0101,24.6113,0.0588,7.3543,26.5025,-0.0017
fecgov_fec-eregs,0.6669,37.2794,0.0137,89.5284,60.6974,0.0016
florianhoehn_sf-apex-rest-api,0.7046,35.5545,0.0167,89.8198,61.1399,0.0020
fredrikhgrelland_data-mesh,0.5773,39.2403,0.0109,89.9108,57.5630,0.0011
