ImageName,SSIM,PSNR,RMSE,SAM,SRE,UIQ
s-sokolko_smev3_adapter_service,0.5699,38.4916,0.0119,89.5835,57.6915,0.0034
securesecrets_shadeswap,0.5657,37.2935,0.0137,88.5037,57.8017,-0.0065
serverdevcamp_camp4_quadcore,0.5733,35.4706,0.0168,89.8951,58.1783,0.0022
sfujiwara_terraform-google-ai-platform-notification,0.0073,24.6807,0.0583,8.2671,23.7003,0.0014
shawntabrizi_Ethereum-Twitter-Bounty,0.6975,36.3379,0.0152,89.2402,59.3746,-0.0001
shinesolutions_sitechecker-slackbot,0.6380,36.5794,0.0148,89.7121,58.6439,0.0007
solenya-group_solenya,0.7634,38.4243,0.0120,88.9246,62.0207,-0.0011
spagnuolocarmine_serverless-computing-for-iot,0.6502,36.5269,0.0149,89.5798,58.9496,-0.0016
spikecodes_stotra,0.7744,38.5446,0.0118,89.7003,62.8712,-0.0011
staples-sparx_Wonko,0.7990,36.4411,0.0151,88.7715,63.2449,0.0005
sugarlabs_musicblocks-v4-lib,0.7415,36.6737,0.0147,89.3132,61.7876,-0.0014
sup2is_e-commerce-project,0.5741,35.9064,0.0160,89.6870,59.5807,-0.0012
swir-rs_swir,0.4124,29.7340,0.0326,66.7458,52.3143,0.0046
takoko55_LectureLens,0.3520,27.4265,0.0425,89.3271,44.9779,-0.0007
tamu-datathon-org_galaxy,0.7888,36.9195,0.0143,87.7842,65.5351,0.0016
tarhses_esp-alarm-clock,0.5321,35.8390,0.0161,87.3400,58.2899,-0.0039
