ImageName,SSIM,PSNR,RMSE,SAM,SRE,UIQ
krishnaprasadkv_Linux-Commands,0.6245,40.0181,0.0100,89.8885,58.0205,-0.0013
kryptokrauts_ae-prediction-cards,0.5900,38.3983,0.0120,89.5464,58.9139,0.0052
kubescape_host-scanner,0.5932,36.4725,0.0150,87.4208,57.0178,-0.0037
kzh_noob,NA,NA,NA,NA,NA,NA
laziestcoder_Budget_App_JS,0.6728,37.3262,0.0136,89.9396,60.8347,0.0036
leekoko_Java-Web,0.6723,37.5124,0.0133,89.9565,60.6667,0.0004
leopardslab_gocloud,0.7832,35.3087,0.0172,89.6550,63.4998,-0.0095
libremfg_getting-started,NA,NA,NA,NA,NA,NA
linhao1998_ChatGPTClient,NA,NA,NA,NA,NA,NA
little-hands_webdbpress-2019-10-ddd,0.7125,34.9840,0.0178,84.3308,61.3215,-0.0036
liyangbing_rocketmq-http-gateway,NA,NA,NA,NA,NA,NA
lkmSasanga_fas-web-app,0.7725,37.3404,0.0136,88.8146,62.2674,0.0005
lkravi_kube8aws,0.5292,36.8100,0.0144,88.2424,61.9879,-0.0013
llvm_torch-mlir,0.7441,37.4427,0.0134,87.8432,62.4413,0.0006
lovasoa_SuperLogger,0.6764,38.3997,0.0120,89.2156,60.6837,-0.0019
lowes_auditor,0.5670,37.8280,0.0128,89.2365,57.1511,0.0015
lowtalkers_escape-reality,0.7282,38.8016,0.0115,89.4514,58.8726,0.0011
lubkoKuzenko_FE-Interview-Questions,0.4721,39.0138,0.0112,89.9242,58.2504,-0.0006
lvyahui8_http-proxy,0.4400,33.2747,0.0217,87.6904,57.0501,0.0029
madderle_Capstone-Realtime-Streaming-Analytics,0.7113,38.5951,0.0118,89.9003,61.7611,0.0007
marekq_rss-lambda,0.7110,39.1767,0.0110,89.8918,62.3538,0.0018
marklogic_cloud-enablement-aws,0.6435,36.4034,0.0151,88.7473,61.0004,-0.0009
marmarek_qubes-app-u2f,NA,NA,NA,NA,NA,NA
mateuseap_apache-airflow,0.2445,26.4555,0.0476,88.6146,42.3464,-0.0000
matrix-io_matrix-malos-zwave,NA,NA,NA,NA,NA,NA
mbotarro_unijobs,0.5311,28.0000,0.0398,52.6336,60.2606,-0.0001
mcuking_offline-package-webpack-plugin,0.6100,30.0262,0.0315,89.8242,61.0064,0.0002
mebaysan_Modern-Data-Architecture,NA,NA,NA,NA,NA,NA
medlab_320-online-prototype,0.4871,37.3458,0.0136,89.0106,55.7993,0.0036
mendhak_gpslogger,0.5332,35.0236,0.0177,84.8299,55.0211,0.0018
meshery_meshery,NA,NA,NA,NA,NA,NA
michaelsrichter_azure.owasp,NA,NA,NA,NA,NA,NA
microsoft_azure-realtime-fraud-detection,0.5707,37.9364,0.0127,89.2979,58.5890,-0.0007
microsoft_covid19-BackToWork,0.6687,34.9618,0.0179,89.2603,61.0734,-0.0006
mincloud1501_MSA_miniProject,0.6277,36.4755,0.0150,89.9024,57.1972,0.0009
minism_hotel,0.0801,25.5117,0.0530,12.9054,35.7578,-0.0018
miztiik_aws-real-time-use-cases,NA,NA,NA,NA,NA,NA
mrubash1_trainspotting,0.6989,33.0749,0.0222,82.6465,58.5861,0.0017
mxaviersmp_spotify-tracker,0.8204,37.7785,0.0129,89.7812,64.0494,0.0023
nasa_cFS,NA,NA,NA,NA,NA,NA
ndsev_zswag,0.3460,29.0149,0.0354,61.5321,50.6271,0.0022
nforge_devnote,0.5159,37.0220,0.0141,88.8943,57.6454,0.0032
nightingaleproject_Reference-Client,NA,NA,NA,NA,NA,NA
nikmis_xentrace-analysis,0.5309,34.6337,0.0185,86.7764,55.7489,-0.0001
nrephi_jupyter-spark-hadoop-docker,0.5760,34.7014,0.0184,86.8819,55.7975,-0.0039
numerica-ideas_ni-microservice-nodejs,0.6686,38.0661,0.0125,89.7411,59.7599,-0.0003
odh-labs_predictive-maint,0.7260,35.9215,0.0160,88.8577,63.4478,0.0012
onlybakam_reinvent2022-vote-app,0.5689,33.3496,0.0215,88.2544,55.6988,-0.0023
onprem_foundry,0.7481,38.8141,0.0115,89.7108,60.6404,-0.0085
oovk_dataengg-covid19-aws,0.5578,35.8538,0.0161,89.8121,58.9146,0.0003
open-risk_Open_Risk_API,0.6399,38.5510,0.0118,89.6040,58.8545,0.0002
openshift_configuration-anomaly-detection,0.1338,25.6778,0.0520,87.9072,38.3369,0.0000
opstree_OT-Microservices-Training,0.4819,37.5714,0.0132,89.9010,57.8580,0.0009
oracle-quickstart_oci-confluent,NA,NA,NA,NA,NA,NA
oracle-quickstart_oci-jenkins,0.5663,36.4252,0.0151,89.6463,59.5259,0.0025
orchsym_runtime,NA,NA,NA,NA,NA,NA
pacmacro_pm-server-spring,0.6801,36.2210,0.0155,87.6090,57.7545,-0.0013
padok-team_dojo-terraform-aws-security,NA,NA,NA,NA,NA,NA
pagopa_pn-infra,0.6449,38.5617,0.0118,89.6244,59.9986,-0.0003
pau-minoves_jseats,0.6134,33.2547,0.0217,83.2744,57.8147,0.0017
pgrignaffini_AlgoCrowd,0.6353,38.1261,0.0124,88.4124,57.8371,-0.0055
qaware_cloud-native-weather-javaee,0.7383,35.5201,0.0167,89.1692,60.0645,-0.0002
qnib_qframe,0.3770,29.6256,0.0330,89.4460,48.4454,0.0012
quasirsg_Henry-M3,0.5643,37.5447,0.0133,89.6363,56.7502,-0.0045
qunarcorp_m_adr_qapm_open_source,0.7019,36.7704,0.0145,89.9268,59.2666,-0.0020
ra1028_VueFlux,0.0247,24.4997,0.0596,6.6478,24.8735,0.0004
rackerlabs_scantron,NA,NA,NA,NA,NA,NA
redbadger_crux,NA,NA,NA,NA,NA,NA
rinkako_CStoreDBMS,0.6339,35.4888,0.0168,86.6043,58.5767,0.0057
rubenbupe_proyectos-data,0.0299,24.8073,0.0575,12.6603,33.6991,-0.0005
ruoccofabrizio_azure-open-ai-embeddings-qna,0.6786,36.0469,0.0158,87.8711,59.3349,0.0020
s-sokolko_smev3_adapter_service,0.5868,39.5115,0.0106,89.5804,58.2021,0.0001
securesecrets_shadeswap,0.6072,38.3822,0.0120,88.5436,58.3405,-0.0012
serverdevcamp_camp4_quadcore,0.5822,35.4434,0.0169,89.8895,58.1505,-0.0027
sfujiwara_terraform-google-ai-platform-notification,0.0063,24.5757,0.0590,8.2662,23.6531,0.0001
shawntabrizi_Ethereum-Twitter-Bounty,0.7002,36.3526,0.0152,89.1805,59.3694,-0.0004
shinesolutions_sitechecker-slackbot,0.6133,36.9130,0.0143,89.6879,58.8110,0.0002
solenya-group_solenya,0.7906,38.5351,0.0118,88.9200,62.0761,-0.0010
spagnuolocarmine_serverless-computing-for-iot,0.6905,37.2031,0.0138,89.3486,59.2899,0.0010
spikecodes_stotra,0.7959,39.0185,0.0112,89.6999,63.1340,0.0013
staples-sparx_Wonko,0.8206,36.7914,0.0145,88.7929,63.4219,0.0008
sugarlabs_musicblocks-v4-lib,0.7851,37.3338,0.0136,89.3395,62.1224,-0.0026
sup2is_e-commerce-project,NA,NA,NA,NA,NA,NA
swir-rs_swir,0.4300,29.6743,0.0328,66.7394,52.2843,0.0005
takoko55_LectureLens,0.3573,27.4262,0.0425,89.2378,44.9776,-0.0014
tamu-datathon-org_galaxy,0.8241,37.4932,0.0133,87.7758,65.8237,-0.0006
tarhses_esp-alarm-clock,0.5580,35.9374,0.0160,87.4260,58.3656,-0.0006
teamgram_teamgram-server,0.6688,37.8226,0.0128,89.4810,62.3725,0.0023
terrenjpeterson_javawatch,0.5609,35.4065,0.0170,88.3443,57.7434,0.0063
thangchung_practical-dapr,0.5611,33.6135,0.0209,89.1997,57.3086,-0.0001
thill_kafkacap,0.6965,38.9464,0.0113,88.3901,58.7197,0.0072
