ImageName,SSIM,PSNR,RMSE,SAM,SRE,UIQ
hypertrack_live-app-android,0.6720,38.0956,0.0125,89.0573,62.1582,-0.0008
i5ting_stuq-koa,0.6094,35.5598,0.0167,88.8984,57.8882,-0.0005
ibm-hyperknowledge_hklib,0.6379,33.6923,0.0207,81.2342,57.1233,0.0023
iceland2k14_Kangrand,0.5452,36.2289,0.0154,89.8628,57.0412,0.0025
icoxfog417_karura,0.6779,36.6439,0.0147,89.4427,60.9534,-0.0014
imamabdulazis_FlutterCleanArchitecture,0.3603,33.6295,0.0208,87.3176,53.8079,0.0000
inIT-HF_gr-corrsounder,0.2269,32.5986,0.0234,83.7495,53.1765,-0.0026
ingeniala_heybluekata,0.6120,37.6357,0.0131,88.6977,60.6898,0.0029
inovex_scrumlr.io,0.5367,37.9333,0.0127,89.1459,56.2611,-0.0078
input-output-hk_marlowe-starter-kit,0.5373,37.1639,0.0139,88.4545,58.4311,0.0024
intel_edge-insights-vision,0.3116,27.4239,0.0425,89.3063,47.6994,0.0007
itays123_partydeck,0.6752,31.2552,0.0274,89.8151,58.8086,-0.0003
itselavia_edge-computing-platform-for-deep-learning-apps,0.7627,36.6529,0.0147,89.8508,65.7537,0.0014
jes_autopatzer,0.6682,37.4107,0.0135,87.6518,61.9639,-0.0001
jinnerbichler_flash-home,0.0080,24.4721,0.0598,5.0589,22.2089,-0.0002
jkahn117_aws-news,0.6878,38.0896,0.0125,89.0677,62.3371,0.0027
jlhood_retweet-leaderboard,0.5839,37.7526,0.0130,89.2915,57.0764,0.0038
jquku_Matrix-Chatbot,0.0842,24.7494,0.0579,10.3387,36.4230,-0.0000
jsarcher_zilgraph,0.6179,37.6094,0.0132,88.6155,58.2717,0.0059
jun108059_Elasticsearch-SpringBoot,0.5896,35.7697,0.0163,89.3757,58.5029,0.0010
jzyong_GameServer4g,0.0746,24.8864,0.0570,12.5716,37.3181,0.0001
kaleidot725_Draft,0.3576,37.5316,0.0133,88.7064,61.3821,-0.0013
kansiris_Angular-Interview-Questions-Answers,0.5027,39.4786,0.0106,89.8816,58.4974,-0.0019
kerollesroshdi_Cima-,0.0845,25.1707,0.0551,17.2388,38.3175,-0.0009
kineviz-3D-human-pose-tracking_3d-ai-powered-pose-tracking,0.6604,36.9285,0.0142,89.8986,59.9982,-0.0026
kpantos_Azure-How-To,0.2106,26.8028,0.0457,42.3926,44.2748,-0.0022
krishnaprasadkv_Linux-Commands,0.5280,38.8097,0.0115,89.8901,57.2440,0.0001
kryptokrauts_ae-prediction-cards,0.6425,39.7769,0.0103,89.5054,59.6073,0.0064
kubescape_host-scanner,0.6152,37.3551,0.0136,87.4480,57.4593,-0.0015
